Projekt-Datei // Supermarkt-Daten;;;
;;;
Transaktions-ID;Datum;Kunden-ID;Artikel
5072c382-148c-4191-9817-c785152f033b;21.10.2020;489;"Sonstiges Gemüse;Kondensmilch;Cola;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
aca1d51f-f567-4424-b1cc-037bb7649f20;27.06.2020;254;"Mineralwasser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3d6b31f5-3ec7-4d64-b333-621787b3a85d;15.01.2021;221;"Weißwein;Schokoriegel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
0426fd2b-c2a7-45ff-a197-65b38a7c7e3b;13.12.2020;213;"Vollmilch;Süßspeisen;sonstige Getränke;Reinigungsmittel;Blumen;;;;;;;;;;;;;;;;;;;;;;;;;;;"
c82e2696-866f-4214-8392-d80558857f59;22.01.2020;496;"Wurst;Schweinefleisch;Fisch;Zitrusfrüchte;Beeren;Saure Sahne;Cola;Fruchtsaft;Badreiniger;Seife;;;;;;;;;;;;;;;;;;;;;;"
d78b7b71-e9fb-4855-b76f-4e1caa3db0cc;09.07.2020;487;"Sonstiges Gemüse;Süßspeisen;Dosenbier;Kaugummi;Blumen;;;;;;;;;;;;;;;;;;;;;;;;;;;"
fbca9985-96bb-4d0c-a9d3-07c6f157fff1;24.06.2020;161;"Kernobst;Sonstiges Gemüse;Vollmilch;Süßspeisen;Buttermilch;Joghurt;Streichkäse;Hundeleckerbissen;Pommes frites;Brötchen;Weißbrot;Senf;Fruchtsaft;Salzige Snacks;Haltbare Backwaren;Schokolade;Schokoriegel;Servietten;;;;;;;;;;;;;;"
990f8da7-a978-4ae8-8a83-241e2e2a8ae6;12.09.2020;361;"Vollmilch;Cola;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
12b59ec0-a841-4866-8461-ac5aa53d4072;21.12.2020;76;"Badreiniger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
fc6deea9-d88b-4298-bc25-9574c56a85c0;21.06.2020;64;"Frankfurter Würstchen;Hühnchen;exotische Früchte;Kernobst;Wurzelgemüse;Sonstiges Gemüse;Vollmilch;Joghurt;Eier aus der Region;Brötchen;Gebäck;Salatöl;Mineralwasser;Cola;Dosenbier;Einkaufstüten;;;;;;;;;;;;;;;;"
02a0cdb9-418c-4692-ab96-a4b3b9e8578e;16.08.2020;89;"Zitrusfrüchte;Zwiebeln;Vollmilch;Quark;Joghurt;Brötchen;Nudeln;Senf;Hundefutter;Dosenbier;;;;;;;;;;;;;;;;;;;;;;"
114bcf97-3f80-4f1e-b6cb-3eac8e26f1e3;01.11.2020;131;"Streichkäse;Brötchen;Cola;Kaugummi;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
95855ee3-9222-42fd-acb5-2b8f7a5f1512;18.05.2020;150;"Frankfurter Würstchen;Salami;Hamburgerfleisch;Beeren;Vollmilch;Butter;Nudeln;Honig;Kaffee;Fruchtsaft;Servietten;;;;;;;;;;;;;;;;;;;;;"
04344fab-5bc1-4166-984c-790dcbbaf130;25.10.2020;334;"Wurst;Weißbrot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
bbb9da4c-939c-4f12-a3c8-8825530bf135;11.07.2020;10;"Spüßigkeiten/Lollies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
c50a57a8-10bf-4607-93a1-ffb39d9e45fc;05.08.2020;68;"Wurst;Wurzelgemüse;Eier aus der Region;Spülmittel;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
04052ab0-d2f5-40d9-b066-c8b3ef00425d;08.11.2020;236;"Wurzelgemüse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
b9aa70a3-8a70-4795-a2d6-84292c2a3cbe;31.05.2020;417;"Zitrusfrüchte;exotische Früchte;Zwiebeln;Vollmilch;Eier aus der Region;Katzenfutter;;;;;;;;;;;;;;;;;;;;;;;;;;"
55be211d-668c-4d08-ac76-40277f3080e4;01.05.2020;221;"Zitrusfrüchte;Kernobst;Beeren;Tiefkühlfisch;Weißbrot;Gebäck;Haltbare Backwaren;Waffeln;Schokoriegel;Zeitungen;;;;;;;;;;;;;;;;;;;;;;"
af188eee-ffdf-4364-9f8d-9a55197d5293;25.01.2021;373;"Zitrusfrüchte;Sonstiges Gemüse;Vollmilch;Joghurt;Hartkäse;sonstiger Käse;Brötchen;Mehl;Katzenfutter;;;;;;;;;;;;;;;;;;;;;;;"
4b35daba-2b33-4465-9176-fd18ab839bc3;08.03.2020;433;"Mineralwasser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3d6279c7-b97d-4c1c-a2d5-acd38e4fbd9f;29.10.2020;261;"Fruchtsaft;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
f3d4f6f7-1b8b-46dc-b3d3-b00c1636cda7;21.01.2021;350;"Walnüsse;Joghurt;Fruchtsaft;Kekse;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
4d196c2d-48d1-4a78-ab95-f5b3c9d50689;06.09.2020;123;"Sonstiges Gemüse;Hartkäse;Geriebener Käse;Müsli;eingelegtes Gemüse;Haltbare Backwaren;Kekse;;;;;;;;;;;;;;;;;;;;;;;;;"
e70bb2d8-8fcb-4e43-822d-931d4a492ef4;20.04.2020;70;"Hühnchen;exotische Früchte;Dunkles Brot;eingelegtes Gemüse;Cola;Dosenbier;;;;;;;;;;;;;;;;;;;;;;;;;;"
e598970e-ac05-4e94-b6ad-acab17c5c6e1;04.01.2020;222;"Brötchen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
708d5503-223b-4f41-bba0-be6f121c27d5;16.12.2020;138;"Brötchen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
a9a60a75-6aef-4902-8a8a-4006d6f72b79;19.02.2020;51;"Brötchen;Flaschenbier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
be0a910d-fe34-4cd1-b0b5-675f2f468dce;17.06.2020;94;"Schinken;Zitrusfrüchte;exotische Früchte;Vollmilch;Joghurt;Saure Sahne;Cola;;;;;;;;;;;;;;;;;;;;;;;;;"
7d81daa6-c5da-4f20-9808-dd4a4d25fb60;15.05.2020;142;"Spülmittel;Servietten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
2912a627-2a60-40e8-b371-17eefc6b753c;26.07.2020;236;"Zitrusfrüchte;Käseaufstrich;Brötchen;Cola;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
ce1990d2-ff9c-46f4-a7a7-cb0cecd9ae73;06.01.2021;307;"Süßspeisen;sonstige Getränke;Fruchtsaft;Popcorn;Einkaufstüten;;;;;;;;;;;;;;;;;;;;;;;;;;;"
8bd51f9b-5e07-4cae-9d4e-d9d15cc78b4f;04.09.2020;41;"Pflanzendünger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
2c9ae99c-da41-403d-ab4a-8e8f6d81fe68;29.01.2021;215;"Cola;Hygieneartikel für Frauen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
64a7c167-e837-4867-975a-434418283802;02.04.2020;324;"Zitrusfrüchte;sonstige Getränke;Eier aus der Region;Brötchen;Mineralwasser;Kaugummi;Marshmallow;;;;;;;;;;;;;;;;;;;;;;;;;"
c3e5ec27-6407-44fa-be34-1ef0d9ac8c30;03.03.2020;296;"Vollmilch;Butter;Joghurt;Tiefkühlfertiggericht;Brötchen;Zwieback;Margarine;eingelegtes Gemüse;Fruchtsaft;Flaschenbier;;;;;;;;;;;;;;;;;;;;;;"
93b62e4b-7e87-4ef4-b71e-ab6915b5224d;16.12.2020;21;"Mineralwasser;Kekse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
2020cb9c-0e36-4dab-b98f-3b8d0557ae62;20.02.2020;402;"Schinken;Vollmilch;Süßspeisen;Geriebener Käse;Eier aus der Region;Weißbrot;eingelegtes Gemüse;Besondere Gemüse;Kaffee;Kekse;Zahnpasta;Hygieneartikel;;;;;;;;;;;;;;;;;;;;"
2cd7cac9-2a79-4ba3-a67f-a31816d709ec;21.10.2020;42;"Schinken;Haltbare Milch;Streichkäse;Kaffee;Mineralwasser;Servietten;;;;;;;;;;;;;;;;;;;;;;;;;;"
059e7d06-45fe-4a06-98a5-4043a627bdf3;27.12.2020;358;"Mineralwasser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
a0ef2568-f886-4045-b0fb-40fa8c03165d;16.05.2020;76;"Schnitzel;exotische Früchte;Joghurt;Brötchen;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5eabe824-307a-4d6a-83a4-9f0dadb5b4d0;07.01.2021;272;"exotische Früchte;Kernobst;Kaffee;Cola;Fruchtsaft;Salzige Snacks;;;;;;;;;;;;;;;;;;;;;;;;;;"
af7aed96-8c3c-4c0d-b1cc-a48976375748;28.11.2020;281;"Salz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
2d1bbfa0-50c6-4b54-a0a1-10edd3054840;03.03.2020;25;"Gebäck;Mehl;Zucker;Backpulver;Kaffee;Dosenbier;Einkaufstüten;;;;;;;;;;;;;;;;;;;;;;;;;"
b5d3eab5-1ee6-4c24-9fc4-ecfda5bfb015;29.08.2020;64;"Flaschenbier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
0e8d74f6-c21f-41f6-90f8-71b929e819f9;23.07.2020;425;"Pflanzendünger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
a9aa3740-347a-41d6-b278-50d9eee006c6;08.10.2020;406;"Sonstiges Gemüse;Vollmilch;Brötchen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
485f8e33-b074-431e-8bc4-5e4a9a37e46a;04.04.2020;133;"Mineralwasser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
78c9dcee-bfab-42b6-97a3-4932899131a7;06.04.2020;119;"Rindfleisch;Flaschenbier;Kuchen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
57d228eb-39d3-44a5-8605-d177255dda98;15.04.2020;432;"Zitrusfrüchte;Beeren;Sonstiges Gemüse;Buttermilch;Zucker;Fruchtsaft;Hygieneartikel;;;;;;;;;;;;;;;;;;;;;;;;;"
b8cd993d-adbf-4540-9c95-23ee02d1e978;10.09.2020;430;"Wurst;Dunkles Brot;süße Teigwaren;Kaffee;Spülmittel;;;;;;;;;;;;;;;;;;;;;;;;;;;"
ca3674bb-a3b5-425b-8f9d-779f1fff026a;16.04.2020;357;"Wurst;Zwiebeln;Quark;Joghurt;Eier aus der Region;Kaffee;;;;;;;;;;;;;;;;;;;;;;;;;;"
c1bb03f5-7d06-4c05-9c9d-64fb372f317a;30.01.2021;475;"sonstige Getränke;Fertigsoßen;süße Aufstriche;Zimmerpflanzen;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
85032ae6-4e76-46a1-8ae1-6915b1ea689f;08.05.2020;348;"Wurst;Vollmilch;Streichkäse;Dunkles Brot;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
c518e6e3-20a1-46b5-8461-43adc9081fd3;28.11.2020;15;"Butter;Servietten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
bb19a895-de7e-42d6-a9ee-f6411d6b1414;28.02.2020;437;"Joghurt;Hundefutter;Zeitungen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
9e8b9603-91c5-46ca-8a72-17a90b620dfe;27.01.2021;244;"Cola;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5ddb7a13-a4e8-423b-a590-18e1f95b22b9;03.02.2021;159;"Cola;Fruchtsaft;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
c3c5b8d2-5b85-498b-8aa9-6456babfb452;02.10.2020;233;"Wurst;Schinken;Vollmilch;Brötchen;Fruchtsaft;Rotwein;Schokolade;Kekse;Spüßigkeiten/Lollies;Haushaltsware;Einkaufstüten;;;;;;;;;;;;;;;;;;;;;"
f1fb5f3d-5103-466c-86da-d3d2b0b63334;08.03.2020;445;"Kuchen;Kekse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
24e2712c-eb84-457c-8c40-cee31b3b9e6f;19.03.2020;128;"Zitrusfrüchte;exotische Früchte;Wurzelgemüse;Sonstiges Gemüse;Vollmilch;Joghurt;Scheibenkäse;Hartkäse;sonstiger Käse;Hundefutter;Mineralwasser;Zeitungen;;;;;;;;;;;;;;;;;;;;"
66d35358-f71b-4d89-b69c-1f85f83bedb4;11.04.2020;494;"Schreibwaren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
9de23bb5-b7fb-46f7-9dc6-acccdd6cbe95;13.05.2020;161;"Vollmilch;Flaschenbier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
17f5d75d-0904-4b3a-abff-74e4e3541078;22.01.2021;170;"Kräuter;Sonstiges Gemüse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
6788ff76-bc17-4c25-988e-b5a6301d48c6;30.03.2020;357;"Zitrusfrüchte;Pommes frites;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
d4ee04fb-6bf0-42cf-af43-0b6b67234936;29.02.2020;300;"Frankfurter Würstchen;Brötchen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
a6e9eae8-a2f1-4f48-b31d-bff286d9121b;26.01.2020;20;"Mineralwasser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
154bdbd0-8fd7-4eea-8b7e-9e3a4e267d4d;29.02.2020;496;"Haltbare Milch;Streichkäse;Cola;Waffeln;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
b80a3c9a-0f99-406f-939c-d16374bbcd0c;15.05.2020;417;"Sonstiges Gemüse;Vollmilch;Cola;Einkaufstüten;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
b19251c4-0140-4df1-a9f7-29ed38a777cf;09.01.2021;438;"Zitrusfrüchte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
840bda1b-82e6-4e6b-ad63-355bbb666ef9;11.04.2020;268;"Schinken;Mineralwasser;Cola;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
4c050506-92b6-433f-b516-d2afa2f1f0a9;05.02.2021;330;"Zitrusfrüchte;Kaffee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
01284b1f-bff9-4a7b-946b-b3b743e3f25d;26.11.2020;330;"Vollmilch;Joghurt;Tiefkühlfertiggericht;Zucker;Kaffee;Mineralwasser;Fruchtsaft;Flaschenbier;Salzige Snacks;;;;;;;;;;;;;;;;;;;;;;;"
26e3b7f4-7a21-40aa-acb7-657fb84d98c6;06.08.2020;252;"Zitrusfrüchte;Buttermilch;Joghurt;Streichkäse;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
df80cb4d-51c2-4cf9-807b-9b0e85d35714;01.02.2020;421;"Mineralwasser;Cola;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
da550cf8-44c3-497a-b5ad-2098063ff717;15.01.2021;256;"Wurzelgemüse;Dunkles Brot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
debff1c5-e756-4cb4-a7b0-b7e00f9ae2b6;21.11.2020;83;"Vollmilch;Joghurt;Streichkäse;Salatöl;eingelegtes Gemüse;Katzenfutter;sonstige Getränke;Haltbare Backwaren;Schokolade;Schokoriegel;Geschirr;;;;;;;;;;;;;;;;;;;;;"
5145476b-e831-4b75-913e-14fe1b732776;25.04.2020;200;"Zitrusfrüchte;Zwiebeln;Sonstiges Gemüse;Joghurt;sonstige Getränke;Brötchen;Dunkles Brot;Essig;Mineralwasser;Haltbare Backwaren;;;;;;;;;;;;;;;;;;;;;;"
1ec6e6d2-110b-4f58-bd95-e394ec972d49;05.01.2020;47;"Wurzelgemüse;Scheibenkäse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
291d40c7-4313-4c74-b5fe-7315ec40671e;10.12.2020;407;"Sonstiges Gemüse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
09a4e353-ef24-434d-862e-0307d901e429;19.12.2020;118;"Wurst;Eier aus der Region;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
a5cc91de-92a9-43b4-a335-826054f6f5a8;25.12.2020;437;"Wurst;Hühnchen;exotische Früchte;Trauben;Beeren;Eiscream;sonstige Getränke;;;;;;;;;;;;;;;;;;;;;;;;;"
cc19d1d5-b158-4b81-8f33-219341546230;11.01.2020;226;"Tiefkühldessert;Weinbrand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
2adfe943-a22f-4edc-a466-1003f0877544;05.07.2020;318;"Schweinefleisch;Hamburgerfleisch;Joghurt;Streichkäse;Käseaufstrich;Tiefkühlobst;Nudeln;Instantkaffee;Cola;Waffeln;Schokoriegel;Bananen;;;;;;;;;;;;;;;;;;;;"
6177083c-1a0f-476f-9cf3-cd244cbeb850;29.01.2021;266;"Dinkelbrot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
474374ef-0ac0-413e-8292-4d31a381bfed;11.09.2020;111;"Schweinefleisch;Margarine;Geschirr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
0fbb46b3-1b16-4875-8b13-eb555be695d7;22.03.2020;215;"Haltbare Milch;Tiefkühlfertiggericht;Dunkles Brot;Fruchtsaft;Einkaufstüten;;;;;;;;;;;;;;;;;;;;;;;;;;;"
85c93eca-1fa3-4610-bd41-76948699a652;13.03.2020;39;"Wurst;Schweinefleisch;Rindfleisch;exotische Früchte;Trauben;Sonstiges Gemüse;Vollmilch;Tiefkühldessert;Eier aus der Region;Cola;Schokolade;;;;;;;;;;;;;;;;;;;;;"
61891bbd-03b9-49f3-9d3e-182cc6009f98;22.03.2020;316;"Wurst;Sonstiges Gemüse;Dunkles Brot;Salz;Eingelegter Fisch;Einkaufstüten;;;;;;;;;;;;;;;;;;;;;;;;;;"
bb56543d-4d6d-490b-bbc0-b5ab6c8af372;04.01.2021;266;"Frankfurter Würstchen;Kernobst;Tiefkühlobst;Fruchtsaft;Nüsse/Snacks;;;;;;;;;;;;;;;;;;;;;;;;;;;"
26d0529d-feea-44e3-a35c-845b45d584be;07.03.2020;31;"Schweinefleisch;Sonstiges Gemüse;Vollmilch;Streichkäse;Tiefkühlfisch;Brötchen;Gebäck;;;;;;;;;;;;;;;;;;;;;;;;;"
1b574b46-ccee-4883-97e3-57971acbfe99;28.06.2020;10;"Wurst;Zitrusfrüchte;Sonstiges Gemüse;Joghurt;Hartkäse;Gebäck;Eingelegte Gurken;Cola;;;;;;;;;;;;;;;;;;;;;;;;"
cd9acb86-a83f-4b8e-8239-59a44a3ad35f;18.01.2020;261;"Wurst;Vollmilch;Tiefkühlobst;Tiefkühlfertiggericht;Eier aus der Region;Brötchen;Fruchtsaft;Kuchen;;;;;;;;;;;;;;;;;;;;;;;;"
2f9fe7e1-14fd-4864-ad84-b180d564d332;09.02.2020;346;"Vollmilch;Brötchen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
474605ef-1a1b-4d57-81b4-c1e1f6e117ef;25.12.2020;279;"Zitrusfrüchte;Trockenobst;Joghurt;Mineralwasser;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
7b7794ef-970c-46d2-a904-20f18eecbf93;30.12.2020;423;"Frankfurter Würstchen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
2623df80-0ab0-4336-8c0e-a9b7901c6250;23.07.2020;68;"Vollmilch;Kaffee;Schokolade;Einkaufstüten;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
fd147924-8f2a-4054-8113-f708c23006ef;15.07.2020;120;"Sonstiges Gemüse;Vollmilch;Brötchen;Dunkles Brot;Cola;Hygieneartikel;Zeitungen;;;;;;;;;;;;;;;;;;;;;;;;;"
31bbf494-50dd-405e-ad97-b58b3260bc34;21.12.2020;310;"Kernobst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
e6238ebb-f205-4837-9d96-d3b4b83d5150;17.07.2020;379;"Frankfurter Würstchen;Schweinefleisch;Kernobst;Sonstiges Gemüse;Hartkäse;Tiefkühlfertiggericht;Tiefkühldessert;Gebäck;Dinkelbrot;Zucker;Cola;Salzige Snacks;Kekse;Schokoriegel;Spüßigkeiten/Lollies;Bananen;;;;;;;;;;;;;;;;"
36621062-b1a0-4055-a889-16d4d5f0fd72;28.01.2021;402;"Vollmilch;Butter;Buttermilch;sonstige Getränke;Eier aus der Region;Brötchen;Salz;Kaffee;Schokolade;Einkaufstüten;;;;;;;;;;;;;;;;;;;;;;"
98936989-adcb-4565-aaf0-ec854fa92f0e;31.01.2020;205;"Kuchen;Kekse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
2a3e7c22-f746-4585-bb1a-f50f3e31f275;28.03.2020;219;"Wurst;Hühnchen;Zitrusfrüchte;Kernobst;Joghurt;Kondensmilch;Tiefkühlobst;Eier aus der Region;Brötchen;Gebäck;Haltbare Backwaren;Waffeln;Zeitungen;;;;;;;;;;;;;;;;;;;"
4195d882-6839-482a-8391-b34e5b73ffb9;09.02.2020;170;"Schweinefleisch;exotische Früchte;Wurzelgemüse;Margarine;Cola;Flaschenbier;Waffeln;;;;;;;;;;;;;;;;;;;;;;;;;"
375b3f41-1e20-44de-901a-ae696cb9b302;01.02.2021;419;"Prosecco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
22f5bf9a-0664-4016-9d93-40f230892a75;19.11.2020;27;"Schinken;Hühnchen;Zitrusfrüchte;exotische Früchte;Beeren;Wurzelgemüse;Sonstiges Gemüse;Vollmilch;Joghurt;Saure Sahne;sonstige Getränke;Weichkäse;Scheibenkäse;Brötchen;Gebäck;Dinkelbrot;Salatöl;Fruchtsaft;;;;;;;;;;;;;;"
719ed61d-31d9-49b2-a38c-d19c87fd8291;19.03.2020;96;"Leberbrot;Brötchen;Cola;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
0afd73c8-7423-475a-b4b4-d317507b0a82;21.11.2020;278;"Kernobst;Mineralwasser;Spüßigkeiten/Lollies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
08ba1409-0081-4388-9eb3-53b94a655af2;20.04.2020;375;"Marshmallow;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
36a8135c-690e-48db-8570-eddda4837398;27.06.2020;185;"Flaschenbier;Liquör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
75f0d623-896e-4044-8747-372c14a73ca2;24.09.2020;483;"Popcorn;Spüßigkeiten/Lollies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
ab6b102b-e42a-49d1-9e87-ace382c2fa04;16.01.2021;357;"Salami;Brötchen;sonstige Getränke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
61504177-cef5-4969-888d-0963920c7b49;23.07.2020;375;"Vollmilch;Butter;Quark;Tiefkühlobst;Mineralwasser;Flaschenbier;Reinigungsmittel;Zimmerpflanzen;Einkaufstüten;;;;;;;;;;;;;;;;;;;;;;;"
2d86321c-e38b-4946-aa41-3496d7dbdf46;07.01.2020;38;"Eier aus der Region;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
2e1ccd9d-69c0-4621-b416-1950a916273f;05.01.2020;175;"Flaschenbier;Einkaufstüten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
43372070-834d-4633-98bc-2c377d5cbea8;28.02.2020;494;"Gesichtscreme;Servietten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
cbe17fee-07bf-47e3-b8a7-c63f3d80805b;23.01.2021;326;"Kernobst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
a0ce7c79-e2dc-4b53-9067-720c8acf4cd8;09.12.2020;94;"sonstige Getränke;Schokolade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
89f5fa2d-b474-46c7-8205-d148ba23c7a9;05.07.2020;41;"Sonstiges Gemüse;Vollmilch;Joghurt;Eiscream;Dunkles Brot;Gebäck;Cola;Zeitungen;;;;;;;;;;;;;;;;;;;;;;;;"
aaa58993-cd02-49b2-81ca-bedf246e2624;03.06.2020;194;"Trauben;Salzige Snacks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
a9aa8862-44e5-4d23-bbea-199f53db3814;22.11.2020;96;"Schnitzel;Wurzelgemüse;Sonstiges Gemüse;Quark;Flaschenbier;Kekse;;;;;;;;;;;;;;;;;;;;;;;;;;"
e7b84140-c321-4071-b797-ceefd94bd81d;13.07.2020;433;"Schweinefleisch;Zwiebeln;Brötchen;Margarine;Eingelegte Gurken;Cola;Salzige Snacks;Haushaltsware;;;;;;;;;;;;;;;;;;;;;;;;"
6c5fd772-edda-4ffd-840b-c405921582fe;20.06.2020;236;"Zucker;Cola;Flaschenbier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
b2185508-f703-479a-8f8e-1e21f6b536ff;03.08.2020;57;"Wurst;Salami;Hühnchen;Kernobst;Vollmilch;Süßspeisen;Saure Sahne;Geriebener Käse;Eier aus der Region;Brötchen;Weißbrot;eingelegtes Gemüse;Cola;Fruchtsaft;Salzige Snacks;Haltbare Backwaren;Waffeln;Zimmerpflanzen;;;;;;;;;;;;;;"
50fb0148-40d6-4c39-a9b0-5e7fb776c01f;16.09.2020;42;"Wurzelgemüse;Joghurt;Cola;Popcorn;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
fdece140-1d99-4ea3-abb9-08b6d459910f;03.08.2020;466;"Joghurt;Zucker;Backpulver;Fruchtsaft;Zeitungen;;;;;;;;;;;;;;;;;;;;;;;;;;;"
c5402a5e-7a40-4241-b2e6-78c08d1a75b6;21.04.2020;430;"Brötchen;Kaffee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
10448228-e724-4c00-8f75-90f3f8a308e1;31.01.2020;475;"Schweinefleisch;Rindfleisch;Tiefkühlobst;Tiefkühlfertiggericht;Kartoffeln;Margarine;Servietten;Bratpfanne;;;;;;;;;;;;;;;;;;;;;;;;"
79ad57f3-92d3-4a7f-9822-6a76e0cc405f;03.01.2021;249;"Frankfurter Würstchen;Rindfleisch;Sonstiges Gemüse;Vollmilch;Butter;Joghurt;Weichkäse;Gebäck;Salatöl;Kaffee;Mineralwasser;Cola;Kuchen;Schokoriegel;Reinigungsmittel;Hygieneartikel;Geschirr;;;;;;;;;;;;;;;"
0efbf8af-b4d6-48ed-b0df-9a289f43bb3f;03.12.2020;447;"Wurzelgemüse;Sonstiges Gemüse;Vollmilch;Margarine;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
9e436562-468e-4f72-9508-c917f1a4c14a;19.07.2020;483;"Eingelegte Gurken;Zeitungen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
591bf754-c0d4-474c-8547-39be28fadbae;22.10.2020;312;"Vollmilch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
f03b0995-fe1f-4877-bf21-f5e413828da2;08.01.2021;282;"Dosenbier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
7e94f182-0f4b-4e6b-b234-a11c7a8d4066;11.12.2020;367;"Fisch;Vollmilch;Weißbrot;Reinigungsmittel;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
70b8f8c8-a483-459d-958f-c9728a8cc7ec;04.12.2020;239;"sonstige Getränke;Streichkäse;Brötchen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
479cb5e7-ed89-43f1-bd47-c0552231fd00;05.07.2020;204;"Cola;Kuchen;Spüßigkeiten/Lollies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
25b2bd11-f0f0-43d1-a973-28c0978f6621;07.02.2020;312;"Flaschenbier;Weinbrand;Kekse;Gesichtscreme;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
