,year_month,date,datetime,payment,total,tip,meal_name,type
560,2024-05,2024-05-22,2024-05-22 14:00:20.499,card,34.09,1.93,Roast Chicken,Meat Dish
561,2024-05,2024-05-22,2024-05-22 19:24:58.098,card,38.91,6.29,Pork Chops,Meat Dish
562,2024-05,2024-05-22,2024-05-22 19:25:58.574,card,40.17,1.42,Pork Chops,Meat Dish
563,2024-05,2024-05-22,2024-05-22 21:23:53.000,card,39.51,4.45,Vegetable Lasagna,Vegetarian Dish
564,2024-05,2024-05-22,2024-05-22 21:24:49.584,card,39.14,4.49,Pork Chops,Meat Dish
565,2024-05,2024-05-23,2024-05-23 10:10:19.640,card,38.2,5.01,Pork Chops,Meat Dish
566,2024-05,2024-05-23,2024-05-23 12:22:06.605,card,25.96,4.26,Tuna Steak,Fish Dish
567,2024-05,2024-05-23,2024-05-23 15:55:16.628,card,38.58,0.29,Pork Chops,Meat Dish
568,2024-05,2024-05-23,2024-05-23 15:56:27.237,card,40.07,5.51,Pork Chops,Meat Dish
569,2024-05,2024-05-23,2024-05-23 16:18:14.053,card,38.82,6.1,Pork Chops,Meat Dish
570,2024-05,2024-05-23,2024-05-23 16:41:00.043,card,38.49,1.38,Grilled Steak,Meat Dish
571,2024-05,2024-05-23,2024-05-23 17:14:33.237,card,39.02,0.78,Pork Chops,Meat Dish
572,2024-05,2024-05-23,2024-05-23 17:15:44.861,card,39.32,4.05,Grilled Steak,Meat Dish
573,2024-05,2024-05-23,2024-05-23 19:03:53.856,card,28.46,2.15,Beef Stir-Fry,Meat Dish
574,2024-05,2024-05-23,2024-05-23 19:17:28.431,card,38.33,4.85,Pork Chops,Meat Dish
575,2024-05,2024-05-23,2024-05-23 19:18:26.418,card,39.42,7.54,Pork Chops,Meat Dish
576,2024-05,2024-05-23,2024-05-23 19:42:31.546,card,39.12,4.87,Pork Chops,Meat Dish
577,2024-05,2024-05-23,2024-05-23 20:15:01.429,card,39.39,5.46,Pork Chops,Meat Dish
578,2024-05,2024-05-23,2024-05-23 20:16:24.205,card,39.05,3.2,Grilled Steak,Meat Dish
579,2024-05,2024-05-23,2024-05-23 22:48:10.813,card,34.04,2.45,Roast Chicken,Meat Dish
580,2024-05,2024-05-23,2024-05-23 22:55:36.926,cash,40.61,1.8,Vegetable Lasagna,Vegetarian Dish
581,2024-05,2024-05-24,2024-05-24 11:11:59.182,card,28.87,3.45,Beef Stir-Fry,Meat Dish
582,2024-05,2024-05-24,2024-05-24 11:15:08.341,card,28.38,5.64,Grilled Salmon,Fish Dish
583,2024-05,2024-05-24,2024-05-24 11:16:13.016,card,29.65,5.27,Grilled Salmon,Fish Dish
584,2024-05,2024-05-24,2024-05-24 16:07:19.816,card,38.39,4.26,Vegetable Lasagna,Vegetarian Dish
585,2024-05,2024-05-24,2024-05-24 18:17:40.330,card,29.77,0.86,Beef Stir-Fry,Meat Dish
586,2024-05,2024-05-24,2024-05-24 18:18:36.698,card,28.9,3.91,Beef Stir-Fry,Meat Dish
587,2024-05,2024-05-24,2024-05-24 22:30:40.198,card,34.15,6.41,Roast Chicken,Meat Dish
588,2024-05,2024-05-25,2024-05-25 07:40:58.818,cash,29.52,1.27,Grilled Salmon,Fish Dish
589,2024-05,2024-05-25,2024-05-25 12:13:53.388,card,38.99,2.7,Grilled Steak,Meat Dish
590,2024-05,2024-05-25,2024-05-25 12:40:23.587,cash,29.47,3.74,Grilled Salmon,Fish Dish
591,2024-05,2024-05-25,2024-05-25 12:42:10.258,card,33.63,2.04,Roast Chicken,Meat Dish
592,2024-05,2024-05-25,2024-05-25 12:43:13.275,card,32.96,4.54,Roast Chicken,Meat Dish
593,2024-05,2024-05-25,2024-05-25 12:58:12.049,card,34.17,6.03,Roast Chicken,Meat Dish
594,2024-05,2024-05-25,2024-05-25 16:47:09.557,card,33.48,1.64,Roast Chicken,Meat Dish
595,2024-05,2024-05-25,2024-05-25 16:48:16.834,card,28.27,3.37,Grilled Salmon,Fish Dish
596,2024-05,2024-05-26,2024-05-26 10:20:02.233,card,39.27,5.41,Grilled Steak,Meat Dish
597,2024-05,2024-05-26,2024-05-26 14:24:49.812,card,33.57,0.23,Roast Chicken,Meat Dish
598,2024-05,2024-05-26,2024-05-26 14:26:05.248,card,30.36,5.62,Beef Stir-Fry,Meat Dish
599,2024-05,2024-05-26,2024-05-26 14:40:58.882,card,35.04,3.53,Roast Chicken,Meat Dish
600,2024-05,2024-05-26,2024-05-26 17:19:15.521,card,38.96,4.14,Pork Chops,Meat Dish
601,2024-05,2024-05-26,2024-05-26 18:09:52.843,card,39.05,6.27,Vegetable Lasagna,Vegetarian Dish
602,2024-05,2024-05-26,2024-05-26 18:11:02.204,card,39.12,4.12,Vegetable Lasagna,Vegetarian Dish
603,2024-05,2024-05-26,2024-05-26 18:13:14.299,card,31.48,4.68,Grilled Salmon,Fish Dish
604,2024-05,2024-05-26,2024-05-26 18:39:18.794,card,40.29,2.88,Grilled Steak,Meat Dish
605,2024-05,2024-05-26,2024-05-26 20:59:14.954,card,38.06,1.12,Vegetable Lasagna,Vegetarian Dish
606,2024-05,2024-05-26,2024-05-26 21:00:05.568,card,40.69,3.92,Pork Chops,Meat Dish
607,2024-05,2024-05-26,2024-05-26 21:02:36.935,card,29.05,2.62,Beef Stir-Fry,Meat Dish
608,2024-05,2024-05-26,2024-05-26 21:03:51.772,card,38.44,4.43,Pork Chops,Meat Dish
609,2024-05,2024-05-26,2024-05-26 21:04:58.824,card,38.92,3.48,Grilled Steak,Meat Dish
610,2024-05,2024-05-26,2024-05-26 21:06:02.621,card,38.57,4.05,Pork Chops,Meat Dish
611,2024-05,2024-05-27,2024-05-27 11:34:55.252,card,28.47,2.28,Grilled Salmon,Fish Dish
612,2024-05,2024-05-27,2024-05-27 14:05:21.688,card,34.88,4.76,Roast Chicken,Meat Dish
613,2024-05,2024-05-27,2024-05-27 14:06:43.564,card,39.18,1.31,Quinoa Salad,Vegetarian Dish
614,2024-05,2024-05-27,2024-05-27 15:11:34.061,card,29.41,2.56,Grilled Salmon,Fish Dish
615,2024-05,2024-05-27,2024-05-27 15:14:05.788,card,29.51,3.83,Grilled Salmon,Fish Dish
616,2024-05,2024-05-27,2024-05-27 17:50:55.763,card,37.8,4.62,Grilled Steak,Meat Dish
617,2024-05,2024-05-27,2024-05-27 18:00:50.983,card,29.43,0.71,Grilled Salmon,Fish Dish
618,2024-05,2024-05-27,2024-05-27 19:16:27.404,card,40.65,3.14,Grilled Steak,Meat Dish
619,2024-05,2024-05-27,2024-05-27 19:17:38.729,card,38.9,4.38,Grilled Steak,Meat Dish
620,2024-05,2024-05-27,2024-05-27 21:29:07.085,card,34.12,4.3,Roast Chicken,Meat Dish
621,2024-05,2024-05-27,2024-05-27 21:30:19.772,card,40.3,3.84,Pork Chops,Meat Dish
622,2024-05,2024-05-28,2024-05-28 08:37:09.028,card,34.77,2.23,Roast Chicken,Meat Dish
623,2024-05,2024-05-28,2024-05-28 09:20:10.736,card,33.53,4.13,Roast Chicken,Meat Dish
624,2024-05,2024-05-28,2024-05-28 11:48:18.494,card,38.97,4.3,Pork Chops,Meat Dish
625,2024-05,2024-05-28,2024-05-28 13:14:40.435,card,39.26,2.11,Pork Chops,Meat Dish
626,2024-05,2024-05-28,2024-05-28 14:10:53.691,card,40.42,2.98,Quinoa Salad,Vegetarian Dish
627,2024-05,2024-05-28,2024-05-28 16:25:39.330,card,29.1,3.73,Beef Stir-Fry,Meat Dish
628,2024-05,2024-05-28,2024-05-28 17:21:43.967,cash,41.64,2.75,Pork Chops,Meat Dish
629,2024-05,2024-05-28,2024-05-28 19:09:29.069,card,28.91,0.53,Grilled Salmon,Fish Dish
630,2024-05,2024-05-28,2024-05-28 19:10:31.070,card,39.7,2.22,Grilled Steak,Meat Dish
631,2024-05,2024-05-28,2024-05-28 20:24:32.205,card,33.96,3.8,Roast Chicken,Meat Dish
632,2024-05,2024-05-28,2024-05-28 20:50:19.449,card,29.86,3.07,Grilled Salmon,Fish Dish
633,2024-05,2024-05-29,2024-05-29 09:14:43.704,card,38.59,2.42,Grilled Steak,Meat Dish
634,2024-05,2024-05-29,2024-05-29 10:48:46.781,cash,39.95,3.87,Grilled Steak,Meat Dish
635,2024-05,2024-05-29,2024-05-29 11:14:02.855,card,37.93,3.0,Vegetable Lasagna,Vegetarian Dish
636,2024-05,2024-05-29,2024-05-29 15:10:48.545,card,28.63,3.14,Grilled Salmon,Fish Dish
637,2024-05,2024-05-29,2024-05-29 15:22:56.321,card,39.89,5.35,Grilled Steak,Meat Dish
638,2024-05,2024-05-29,2024-05-29 15:45:12.738,card,41.25,1.28,Pork Chops,Meat Dish
639,2024-05,2024-05-29,2024-05-29 16:45:03.950,card,38.15,2.22,Grilled Steak,Meat Dish
640,2024-05,2024-05-29,2024-05-29 18:24:03.334,card,28.68,1.15,Beef Stir-Fry,Meat Dish
641,2024-05,2024-05-29,2024-05-29 18:24:59.311,card,38.11,7.07,Grilled Steak,Meat Dish
642,2024-05,2024-05-29,2024-05-29 20:30:42.240,card,39.16,4.13,Vegetable Lasagna,Vegetarian Dish
643,2024-05,2024-05-29,2024-05-29 20:32:35.200,card,39.07,3.55,Quinoa Salad,Vegetarian Dish
644,2024-05,2024-05-30,2024-05-30 08:29:06.277,card,38.89,7.05,Pork Chops,Meat Dish
645,2024-05,2024-05-30,2024-05-30 08:30:21.586,card,39.27,0.14,Grilled Steak,Meat Dish
646,2024-05,2024-05-30,2024-05-30 08:37:05.382,card,35.6,2.03,Roast Chicken,Meat Dish
647,2024-05,2024-05-30,2024-05-30 09:47:59.092,card,39.45,1.33,Grilled Steak,Meat Dish
648,2024-05,2024-05-30,2024-05-30 14:56:15.473,card,35.61,4.63,Roast Chicken,Meat Dish
649,2024-05,2024-05-30,2024-05-30 15:16:15.665,card,24.51,3.25,Tuna Steak,Fish Dish
650,2024-05,2024-05-30,2024-05-30 15:17:38.656,card,24.15,2.46,Tuna Steak,Fish Dish
651,2024-05,2024-05-30,2024-05-30 19:53:11.189,card,39.28,1.74,Pork Chops,Meat Dish
652,2024-05,2024-05-30,2024-05-30 20:31:05.430,card,40.63,1.99,Grilled Steak,Meat Dish
653,2024-05,2024-05-30,2024-05-30 20:46:13.835,card,38.12,0.12,Vegetable Lasagna,Vegetarian Dish
654,2024-05,2024-05-30,2024-05-30 20:47:21.586,card,34.36,3.96,Roast Chicken,Meat Dish
655,2024-05,2024-05-31,2024-05-31 07:53:57.274,card,33.83,2.72,Roast Chicken,Meat Dish
656,2024-05,2024-05-31,2024-05-31 09:21:07.821,card,38.11,5.46,Grilled Steak,Meat Dish
657,2024-05,2024-05-31,2024-05-31 09:23:58.791,cash,39.51,3.46,Grilled Steak,Meat Dish
658,2024-05,2024-05-31,2024-05-31 10:38:07.861,card,39.04,2.42,Vegetable Lasagna,Vegetarian Dish
659,2024-05,2024-05-31,2024-05-31 10:39:06.136,card,40.35,4.75,Quinoa Salad,Vegetarian Dish
660,2024-05,2024-05-31,2024-05-31 14:50:12.976,card,33.05,3.99,Roast Chicken,Meat Dish
661,2024-05,2024-05-31,2024-05-31 18:23:44.636,card,38.01,2.22,Grilled Steak,Meat Dish
662,2024-05,2024-05-31,2024-05-31 18:25:03.271,card,38.57,0.14,Grilled Steak,Meat Dish
663,2024-05,2024-05-31,2024-05-31 20:06:39.166,card,38.63,2.46,Pork Chops,Meat Dish
664,2024-05,2024-05-31,2024-05-31 20:33:06.403,card,33.12,1.99,Roast Chicken,Meat Dish
665,2024-05,2024-05-31,2024-05-31 20:34:32.903,card,39.04,4.4,Grilled Steak,Meat Dish
666,2024-05,2024-05-31,2024-05-31 22:05:47.070,card,38.34,5.58,Pork Chops,Meat Dish
667,2024-05,2024-05-31,2024-05-31 22:06:52.490,card,33.04,4.72,Roast Chicken,Meat Dish
668,2024-05,2024-05-31,2024-05-31 22:07:55.368,card,29.0,2.3,Beef Stir-Fry,Meat Dish
669,2024-06,2024-06-01,2024-06-01 08:27:01.745,card,29.12,1.14,Beef Stir-Fry,Meat Dish
670,2024-06,2024-06-01,2024-06-01 09:48:24.750,card,38.37,2.72,Grilled Steak,Meat Dish
671,2024-06,2024-06-01,2024-06-01 11:38:09.371,card,38.71,5.51,Grilled Steak,Meat Dish
672,2024-06,2024-06-01,2024-06-01 14:28:53.739,card,33.14,2.96,Roast Chicken,Meat Dish
673,2024-06,2024-06-01,2024-06-01 18:20:12.780,card,32.99,2.85,Roast Chicken,Meat Dish
674,2024-06,2024-06-01,2024-06-01 18:21:15.363,card,33.0,0.12,Roast Chicken,Meat Dish
675,2024-06,2024-06-01,2024-06-01 20:50:10.488,card,37.99,0.42,Pork Chops,Meat Dish
676,2024-06,2024-06-01,2024-06-01 20:51:13.565,card,37.87,8.21,Pork Chops,Meat Dish
677,2024-06,2024-06-01,2024-06-01 20:54:59.267,cash,40.17,1.23,Quinoa Salad,Vegetarian Dish
678,2024-06,2024-06-01,2024-06-01 20:59:09.689,card,38.59,2.21,Quinoa Salad,Vegetarian Dish
679,2024-06,2024-06-01,2024-06-01 21:51:04.971,card,34.32,4.07,Roast Chicken,Meat Dish
680,2024-06,2024-06-02,2024-06-02 20:03:25.799,card,38.8,3.96,Grilled Steak,Meat Dish
681,2024-06,2024-06-02,2024-06-02 20:24:02.449,card,35.08,3.66,Roast Chicken,Meat Dish
682,2024-06,2024-06-02,2024-06-02 20:25:07.238,card,37.86,2.65,Pork Chops,Meat Dish
683,2024-06,2024-06-02,2024-06-02 21:07:20.531,card,33.87,5.59,Roast Chicken,Meat Dish
684,2024-06,2024-06-02,2024-06-02 21:30:12.430,card,39.6,4.34,Grilled Steak,Meat Dish
685,2024-06,2024-06-02,2024-06-02 22:43:10.636,cash,34.57,2.78,Roast Chicken,Meat Dish
686,2024-06,2024-06-03,2024-06-03 10:12:04.141,card,38.04,1.32,Grilled Steak,Meat Dish
687,2024-06,2024-06-03,2024-06-03 10:27:49.797,card,42.22,5.25,Grilled Steak,Meat Dish
688,2024-06,2024-06-03,2024-06-03 14:31:42.338,card,40.16,1.59,Pork Chops,Meat Dish
689,2024-06,2024-06-03,2024-06-03 14:33:00.952,card,33.37,4.03,Roast Chicken,Meat Dish
690,2024-06,2024-06-03,2024-06-03 14:34:06.922,card,40.56,6.7,Grilled Steak,Meat Dish
691,2024-06,2024-06-03,2024-06-03 21:42:51.734,cash,37.53,1.58,Roast Chicken,Meat Dish
692,2024-06,2024-06-03,2024-06-03 21:43:37.471,cash,37.0,4.39,Roast Chicken,Meat Dish
693,2024-06,2024-06-04,2024-06-04 09:23:42.898,card,29.69,1.77,Beef Stir-Fry,Meat Dish
694,2024-06,2024-06-04,2024-06-04 10:27:13.975,card,34.49,2.87,Roast Chicken,Meat Dish
695,2024-06,2024-06-04,2024-06-04 12:02:10.213,card,38.52,2.97,Grilled Steak,Meat Dish
696,2024-06,2024-06-04,2024-06-04 12:05:29.186,card,38.38,3.32,Vegetable Lasagna,Vegetarian Dish
697,2024-06,2024-06-04,2024-06-04 15:30:32.455,card,39.38,5.63,Grilled Steak,Meat Dish
698,2024-06,2024-06-04,2024-06-04 17:46:36.661,card,29.81,1.76,Beef Stir-Fry,Meat Dish
699,2024-06,2024-06-04,2024-06-04 17:47:28.847,card,38.05,5.04,Pork Chops,Meat Dish
700,2024-06,2024-06-04,2024-06-04 20:13:01.204,card,38.41,1.57,Vegetable Lasagna,Vegetarian Dish
701,2024-06,2024-06-04,2024-06-04 20:50:33.896,card,39.27,0.56,Pork Chops,Meat Dish
702,2024-06,2024-06-04,2024-06-04 21:31:58.908,card,29.01,2.56,Beef Stir-Fry,Meat Dish
703,2024-06,2024-06-04,2024-06-04 21:33:02.621,card,33.42,3.29,Roast Chicken,Meat Dish
704,2024-06,2024-06-04,2024-06-04 21:34:55.667,card,35.83,3.52,Roast Chicken,Meat Dish
705,2024-06,2024-06-04,2024-06-04 21:36:06.924,card,34.15,2.49,Roast Chicken,Meat Dish
706,2024-06,2024-06-04,2024-06-04 21:37:15.164,card,33.35,4.29,Roast Chicken,Meat Dish
707,2024-06,2024-06-05,2024-06-05 08:21:48.964,card,39.85,5.79,Pork Chops,Meat Dish
708,2024-06,2024-06-05,2024-06-05 08:23:06.723,card,38.37,4.42,Pork Chops,Meat Dish
709,2024-06,2024-06-05,2024-06-05 09:22:43.108,card,30.8,2.33,Grilled Salmon,Fish Dish
710,2024-06,2024-06-05,2024-06-05 10:28:50.620,card,39.78,4.86,Grilled Steak,Meat Dish
711,2024-06,2024-06-05,2024-06-05 10:40:53.188,card,34.27,3.24,Roast Chicken,Meat Dish
712,2024-06,2024-06-05,2024-06-05 19:43:57.675,card,34.6,2.39,Roast Chicken,Meat Dish
713,2024-06,2024-06-05,2024-06-05 19:59:53.527,card,38.82,4.9,Grilled Steak,Meat Dish
714,2024-06,2024-06-05,2024-06-05 20:10:47.623,card,38.86,6.02,Quinoa Salad,Vegetarian Dish
715,2024-06,2024-06-05,2024-06-05 20:12:01.658,card,30.06,3.06,Beef Stir-Fry,Meat Dish
716,2024-06,2024-06-06,2024-06-06 08:52:56.351,card,35.38,1.42,Roast Chicken,Meat Dish
717,2024-06,2024-06-06,2024-06-06 08:54:08.455,card,33.02,3.45,Roast Chicken,Meat Dish
718,2024-06,2024-06-06,2024-06-06 10:36:09.667,card,38.35,3.68,Grilled Steak,Meat Dish
719,2024-06,2024-06-06,2024-06-06 12:17:41.474,card,28.59,1.03,Grilled Salmon,Fish Dish
720,2024-06,2024-06-06,2024-06-06 15:11:14.185,card,33.41,6.53,Roast Chicken,Meat Dish
721,2024-06,2024-06-06,2024-06-06 15:24:06.221,card,39.03,4.95,Pork Chops,Meat Dish
722,2024-06,2024-06-06,2024-06-06 21:14:05.102,card,37.97,0.04,Grilled Steak,Meat Dish
723,2024-06,2024-06-06,2024-06-06 21:15:42.227,card,40.49,3.49,Grilled Steak,Meat Dish
724,2024-06,2024-06-06,2024-06-06 21:18:26.713,card,38.14,6.14,Pork Chops,Meat Dish
725,2024-06,2024-06-06,2024-06-06 21:19:30.436,card,33.7,1.2,Roast Chicken,Meat Dish
726,2024-06,2024-06-06,2024-06-06 21:21:04.440,card,38.12,6.49,Grilled Steak,Meat Dish
727,2024-06,2024-06-07,2024-06-07 08:18:04.296,card,38.44,3.47,Pork Chops,Meat Dish
728,2024-06,2024-06-07,2024-06-07 10:35:28.104,card,25.35,2.6,Tuna Steak,Fish Dish
729,2024-06,2024-06-07,2024-06-07 13:34:18.297,card,34.73,4.96,Roast Chicken,Meat Dish
730,2024-06,2024-06-07,2024-06-07 16:45:42.218,card,28.19,0.93,Beef Stir-Fry,Meat Dish
731,2024-06,2024-06-07,2024-06-07 16:47:15.481,card,28.81,4.91,Beef Stir-Fry,Meat Dish
732,2024-06,2024-06-08,2024-06-08 09:04:20.016,card,29.99,5.27,Beef Stir-Fry,Meat Dish
733,2024-06,2024-06-08,2024-06-08 09:26:11.160,card,34.49,0.01,Roast Chicken,Meat Dish
734,2024-06,2024-06-08,2024-06-08 20:24:54.320,card,38.61,5.03,Pork Chops,Meat Dish
735,2024-06,2024-06-08,2024-06-08 20:25:56.316,card,40.06,1.84,Pork Chops,Meat Dish
736,2024-06,2024-06-09,2024-06-09 08:15:52.760,card,39.79,5.57,Grilled Steak,Meat Dish
737,2024-06,2024-06-09,2024-06-09 10:30:04.461,card,40.37,2.41,Grilled Steak,Meat Dish
738,2024-06,2024-06-09,2024-06-09 10:52:05.797,card,37.87,4.1,Pork Chops,Meat Dish
739,2024-06,2024-06-09,2024-06-09 11:04:41.306,card,28.8,5.54,Beef Stir-Fry,Meat Dish
740,2024-06,2024-06-09,2024-06-09 11:07:08.108,card,23.63,4.29,Tuna Steak,Fish Dish
741,2024-06,2024-06-09,2024-06-09 11:52:49.616,card,37.98,5.85,Pork Chops,Meat Dish
742,2024-06,2024-06-09,2024-06-09 12:11:23.640,card,36.46,0.57,Roast Chicken,Meat Dish
743,2024-06,2024-06-09,2024-06-09 12:13:08.067,card,39.28,1.6,Grilled Steak,Meat Dish
744,2024-06,2024-06-09,2024-06-09 12:14:10.783,card,38.29,2.34,Grilled Steak,Meat Dish
745,2024-06,2024-06-09,2024-06-09 15:10:30.692,card,30.5,3.86,Beef Stir-Fry,Meat Dish
746,2024-06,2024-06-09,2024-06-09 16:17:28.189,card,38.41,0.98,Pork Chops,Meat Dish
747,2024-06,2024-06-09,2024-06-09 19:21:19.277,card,33.81,0.75,Roast Chicken,Meat Dish
748,2024-06,2024-06-09,2024-06-09 21:05:08.844,card,28.85,3.58,Grilled Salmon,Fish Dish
749,2024-06,2024-06-10,2024-06-10 12:47:49.861,card,38.02,6.0,Pork Chops,Meat Dish
750,2024-06,2024-06-10,2024-06-10 12:56:48.268,card,39.92,3.61,Grilled Steak,Meat Dish
751,2024-06,2024-06-10,2024-06-10 19:04:28.106,card,38.18,5.02,Vegetable Lasagna,Vegetarian Dish
752,2024-06,2024-06-10,2024-06-10 19:05:22.770,card,39.46,1.58,Vegetable Lasagna,Vegetarian Dish
753,2024-06,2024-06-10,2024-06-10 19:37:23.602,card,41.41,4.34,Grilled Steak,Meat Dish
754,2024-06,2024-06-10,2024-06-10 19:38:19.678,card,38.64,2.79,Grilled Steak,Meat Dish
755,2024-06,2024-06-11,2024-06-11 10:38:03.953,card,35.87,2.18,Roast Chicken,Meat Dish
756,2024-06,2024-06-11,2024-06-11 18:48:25.292,card,38.29,5.64,Grilled Steak,Meat Dish
757,2024-06,2024-06-11,2024-06-11 18:49:36.428,card,39.05,0.27,Grilled Steak,Meat Dish
758,2024-06,2024-06-11,2024-06-11 21:17:03.344,card,39.01,3.93,Vegetable Lasagna,Vegetarian Dish
759,2024-06,2024-06-11,2024-06-11 21:27:41.900,card,34.47,6.9,Roast Chicken,Meat Dish
760,2024-06,2024-06-11,2024-06-11 21:28:50.220,card,34.08,6.93,Roast Chicken,Meat Dish
761,2024-06,2024-06-12,2024-06-12 10:18:18.786,card,38.37,0.93,Vegetable Lasagna,Vegetarian Dish
762,2024-06,2024-06-12,2024-06-12 11:51:43.858,card,40.11,3.27,Pork Chops,Meat Dish
763,2024-06,2024-06-12,2024-06-12 17:41:17.179,card,41.58,5.43,Grilled Steak,Meat Dish
764,2024-06,2024-06-12,2024-06-12 17:47:27.878,card,40.01,4.01,Grilled Steak,Meat Dish
765,2024-06,2024-06-12,2024-06-12 20:16:33.648,card,38.32,2.09,Vegetable Lasagna,Vegetarian Dish
766,2024-06,2024-06-12,2024-06-12 20:25:34.239,card,34.82,4.24,Roast Chicken,Meat Dish
767,2024-06,2024-06-13,2024-06-13 08:54:24.207,card,29.7,2.57,Grilled Salmon,Fish Dish
768,2024-06,2024-06-13,2024-06-13 08:57:25.592,card,39.54,4.73,Grilled Steak,Meat Dish
769,2024-06,2024-06-13,2024-06-13 09:50:25.038,card,33.75,4.26,Roast Chicken,Meat Dish
770,2024-06,2024-06-13,2024-06-13 09:57:11.518,card,28.34,2.23,Beef Stir-Fry,Meat Dish
771,2024-06,2024-06-13,2024-06-13 17:04:58.601,card,32.93,1.68,Roast Chicken,Meat Dish
772,2024-06,2024-06-13,2024-06-13 17:27:46.626,card,42.3,7.08,Vegetable Lasagna,Vegetarian Dish
773,2024-06,2024-06-13,2024-06-13 19:22:19.083,card,38.67,3.01,Grilled Steak,Meat Dish
774,2024-06,2024-06-13,2024-06-13 20:20:51.762,card,34.03,3.32,Roast Chicken,Meat Dish
775,2024-06,2024-06-13,2024-06-13 20:43:45.991,card,23.31,2.25,Tuna Steak,Fish Dish
776,2024-06,2024-06-13,2024-06-13 20:45:00.615,card,24.04,1.49,Tuna Steak,Fish Dish
777,2024-06,2024-06-13,2024-06-13 20:48:17.902,card,33.34,3.95,Roast Chicken,Meat Dish
778,2024-06,2024-06-13,2024-06-13 21:02:28.377,card,36.15,6.62,Roast Chicken,Meat Dish
779,2024-06,2024-06-14,2024-06-14 07:46:13.238,card,29.12,3.78,Beef Stir-Fry,Meat Dish
780,2024-06,2024-06-14,2024-06-14 10:30:31.584,card,31.89,2.9,Grilled Salmon,Fish Dish
781,2024-06,2024-06-14,2024-06-14 12:14:41.696,card,38.89,3.66,Grilled Steak,Meat Dish
782,2024-06,2024-06-14,2024-06-14 18:29:53.399,card,33.85,2.21,Roast Chicken,Meat Dish
783,2024-06,2024-06-15,2024-06-15 11:26:01.974,card,38.94,2.37,Pork Chops,Meat Dish
784,2024-06,2024-06-15,2024-06-15 12:21:28.135,card,38.79,2.12,Grilled Steak,Meat Dish
785,2024-06,2024-06-15,2024-06-15 12:22:46.942,card,33.4,4.49,Roast Chicken,Meat Dish
786,2024-06,2024-06-15,2024-06-15 12:23:52.166,card,24.95,2.75,Tuna Steak,Fish Dish
787,2024-06,2024-06-15,2024-06-15 12:24:35.130,card,40.62,3.99,Quinoa Salad,Vegetarian Dish
788,2024-06,2024-06-15,2024-06-15 12:25:23.960,card,34.4,3.25,Roast Chicken,Meat Dish
789,2024-06,2024-06-15,2024-06-15 16:03:29.909,card,34.29,2.28,Roast Chicken,Meat Dish
790,2024-06,2024-06-15,2024-06-15 18:14:04.623,card,30.0,6.01,Grilled Salmon,Fish Dish
791,2024-06,2024-06-16,2024-06-16 10:43:51.456,card,33.0,1.2,Roast Chicken,Meat Dish
792,2024-06,2024-06-16,2024-06-16 10:58:41.366,card,40.52,3.97,Grilled Steak,Meat Dish
793,2024-06,2024-06-16,2024-06-16 11:00:38.191,card,41.56,4.14,Vegetable Lasagna,Vegetarian Dish
794,2024-06,2024-06-16,2024-06-16 11:01:41.488,card,39.37,3.27,Vegetable Lasagna,Vegetarian Dish
795,2024-06,2024-06-16,2024-06-16 12:49:27.624,card,33.74,5.47,Roast Chicken,Meat Dish
796,2024-06,2024-06-16,2024-06-16 14:00:38.992,card,23.52,1.85,Tuna Steak,Fish Dish
797,2024-06,2024-06-16,2024-06-16 15:02:36.332,card,35.27,4.07,Roast Chicken,Meat Dish
798,2024-06,2024-06-16,2024-06-16 15:05:10.421,card,34.14,2.91,Roast Chicken,Meat Dish
799,2024-06,2024-06-16,2024-06-16 15:43:59.593,card,38.79,5.29,Vegetable Lasagna,Vegetarian Dish
800,2024-06,2024-06-16,2024-06-16 16:47:36.521,card,37.88,3.54,Vegetable Lasagna,Vegetarian Dish
801,2024-06,2024-06-16,2024-06-16 17:45:17.267,card,33.57,2.14,Roast Chicken,Meat Dish
802,2024-06,2024-06-16,2024-06-16 17:46:16.554,card,33.36,4.81,Roast Chicken,Meat Dish
803,2024-06,2024-06-17,2024-06-17 08:57:24.044,card,29.78,3.45,Grilled Salmon,Fish Dish
804,2024-06,2024-06-17,2024-06-17 10:12:05.139,card,28.52,1.79,Beef Stir-Fry,Meat Dish
805,2024-06,2024-06-17,2024-06-17 10:13:37.575,card,28.43,2.97,Beef Stir-Fry,Meat Dish
806,2024-06,2024-06-17,2024-06-17 10:55:51.608,card,39.22,3.05,Pork Chops,Meat Dish
807,2024-06,2024-06-17,2024-06-17 14:51:35.381,card,39.81,7.26,Pork Chops,Meat Dish
808,2024-06,2024-06-17,2024-06-17 16:50:13.441,card,38.03,4.73,Pork Chops,Meat Dish
809,2024-06,2024-06-17,2024-06-17 16:51:11.038,card,40.2,3.35,Pork Chops,Meat Dish
810,2024-06,2024-06-17,2024-06-17 16:52:36.336,card,30.46,2.6,Grilled Salmon,Fish Dish
811,2024-06,2024-06-17,2024-06-17 18:51:19.631,card,28.96,2.17,Grilled Salmon,Fish Dish
812,2024-06,2024-06-17,2024-06-17 21:16:11.485,card,33.4,1.38,Roast Chicken,Meat Dish
813,2024-06,2024-06-18,2024-06-18 14:04:06.125,card,28.4,2.65,Grilled Salmon,Fish Dish
